FID,ADDRESS,CITY,STATE,ZIP,COUNTY,LATITUDE,LONGITUDE
4207,309 JACKSON ST,MONROE,LA,71201,OUACHITA,32.50003774,-92.11401232
4208,900 JOHNSON ST,TALLULAH,LA,71282,MADISON,32.403525300000005,-91.18481717
4209,401 E VAUGHN AVE,RUSTON,LA,71270,LINCOLN,32.5172927,-92.63374822
4210,901 JAMES AVE,FARMERVILLE,LA,71241,UNION,32.78771507,-92.39229963
4211,16874 HIGHWAY 43,GREENSBURG,LA,70441,ST. HELENA,30.83118705,-90.66593019
4212,2001 DOCTORS DR,SPRINGHILL,LA,71075,WEBSTER,33.01028774,-93.4435518
4213,3600 FLORIDA BLVD,BATON ROUGE,LA,70806,EAST BATON ROUGE,30.44953409,-91.15315392
4214,5000 HENNESSY BLVD,BATON ROUGE,LA,70808,EAST BATON ROUGE,30.40372006,-91.10634383
4216,1000 WALTERS ST,LAKE CHARLES,LA,70607,CALCASIEU,30.18253778,-93.20809966
4217,1453 E BERT KOUNS INDUSTRIAL LOOP,SHREVEPORT,LA,71105,CADDO,32.42522028,-93.71779167
4218,1 SAINT MARY PL,SHREVEPORT,LA,71101,CADDO,32.49524353,-93.75007
4219,3100 SAMFORD AVE,SHREVEPORT,LA,71103,CADDO,32.48105508,-93.75757831
4220,835 S VAN BUREN ST,GREEN BAY,WI,54301,BROWN,44.50113003,-88.01234487
4221,8001 RAYMOND RD,MADISON,WI,53719,DANE,43.01915337,-89.52500623
4222,620 W BROWN ST,WAUPUN,WI,53963,DODGE,43.63165483,-88.74562167
4223,1726 SHAWANO AVE,GREEN BAY,WI,54303,BROWN,44.53276298,-88.06609037
4224,2661 CTY HWY I,CHIPPEWA FALLS,WI,54729,CHIPPEWA,44.950624700000006,-91.35982546
4225,933 NEWBURY ST,RIPON,WI,54971,FOND DU LAC,43.83469234,-88.83673383
4226,8001 YOUREE DR,SHREVEPORT,LA,71115,CADDO,32.43197835,-93.70904236
4227,600 HIGHLAND AVENUE,MADISON,WI,53792,DANE,43.07658541,-89.43184714
4228,125 HOSPITAL DR,WATERTOWN,WI,53098,DODGE,43.19909065,-88.69685246
4229,1400 EAST SIDE RD,PLATTEVILLE,WI,53818,GRANT,42.71963122,-90.45815649
4230,2005 5TH STREET,MONROE,WI,53566,GREEN,42.60856042,-89.63462444
4231,11101 W LINCOLN AVE,WEST ALLIS,WI,53227,MILWAUKEE,43.00146681,-88.05139457
4232,34700 VALLEY RD,OCONOMOWOC,WI,53066,WAUKESHA,43.08434245,-88.43592134
4233,800 RIVERSIDE DRIVE,WAUPACA,WI,54981,WAUPACA,44.34527676,-89.07661624
4234,1201 WEST LA VETA AVENUE,ORANGE,CA,92868,ORANGE,33.78081013,-117.8657765
4235,5115 N BILTMORE LN,MADISON,WI,53718,DANE,43.15303898,-89.29670252
4236,30 MARK WEST SPRINGS RD.,SANTA ROSA,CA,95403,SONOMA,38.49495922,-122.75187199999999
4237,4480 51ST ST W,BRADENTON,FL,34210,MANATEE,27.45972796,-82.61295143
4238,14001 NW 8ND AVE,MIAMI LAKES,FL,33016,MIAMI-DADE,25.90033692,-80.33152337
4239,7200 CAMBRIDGE STREET,HOUSTON,TX,77030,HARRIS,29.69898929,-95.39406324
4240,6011 W SAM HOUSTON PKWY SOUTH,HOUSTON,TX,77072,HARRIS,29.71170751,-95.5557089
4241,1102 ST MARY'S ROAD,JUNCTION CITY,KS,66441,GEARY,39.01390578,-96.8508922
4242,601 HIGHWAY 6 WEST,IOWA CITY,IA,52246,JOHNSON,41.6637023,-91.54848851
4243,5406 COLGATE STREET,LUBBOCK,TX,79416,LUBBOCK,33.60288984,-101.9284584
4244,4800 E JOHNSON AVE,JONESBORO,AR,72401,CRAIGHEAD,35.86682937,-90.63651431
4245,315 EAST 13TH STREET,MURFREESBORO,AR,71958,PIKE,34.07094622,-93.68683939
4246,624 HOSPITAL DRIVE,MOUNTAIN HOME,AR,72653,BAXTER,36.34210333,-92.39654421
4247,679 NORTH MAIN STREET,SALEM,AR,72576,FULTON,36.38290088,-91.81030795
4248,1808 WEST MAIN STREET,RUSSELLVILLE,AR,72801,POPE,35.28355546,-93.15007797
4249,900 WEST KINGSHIGHWAY,PARAGOULD,AR,72450,GREENE,36.05194431,-90.49845704
4250,1710 HARRISON STREET,BATESVILLE,AR,72501,INDEPENDENCE,35.76786926,-91.63459098
4251,535 SOUTH FREEBRON,MARION,KS,66861,MARION,38.34268709,-97.01050833
4252,581 FAUNCE CORNER ROAD,DARTMOUTH,MA,2747,BRISTOL,41.67274714,-70.98471383
4253,1125 NORTH COLLEGE AVENUE,FAYETTEVILLE,AR,72701,WASHINGTON,36.07776768,-94.15840924
4254,3215 NORTH NORTHHILLS BOULEVARD,FAYETTEVILLE,AR,72703,WASHINGTON,36.10928262,-94.16005156
4255,3000 MEDICAL CENTER PARKWAY,BENTONVILLE,AR,72712,BENTON,36.33990633,-94.1913569
4256,1200 WEST WALNUT STREET,ROGERS,AR,72756,BENTON,36.33315533,-94.13400782
4257,13818 NORTH THUNDERBIRD BOULEVARD,SUN CITY,AZ,85351,MARICOPA,33.60904041,-112.2984608
4258,1921 WEST HOSPITAL DRIVE,TUCSON,AZ,85704,PIMA,32.31859103,-111.0084693
4259,723 BURKESVILLE ROAD,ALBANY,KY,42602,CLINTON,36.69818763,-85.14755493
4260,202-206 MILBY STREET,GREENSBURG,KY,42743,GREEN,37.24286992,-85.49479091
4261,2323 CONCRETE RD.,CARLISLE,KY,40311,NICHOLAS,38.3159032,-84.05934766
4262,130 MEDICAL CIRCLE,NASHVILLE,AR,71852,HOWARD,33.94972276,-93.88054918
4263,330 ROLAND AVE.,OWENTON,KY,40359,OWEN,38.54239876,-84.84113943
4264,736 CAMBRIDGE STREET,BOSTON,MA,2135,SUFFOLK,42.3487,-71.1485
4265,421 N MAIN ST,LEEDS,MA,1053,HAMPSHIRE,42.3496,-72.6824
4266,295 VARNUM AVENUE,LOWELL,MA,1854,MIDDLESEX,42.6472,-71.3421
4267,"60 HODGES AVE, BOX 151",TAUNTON,MA,2780,BRISTOL,41.91267154,-71.10220588
4268,365 EAST STREET,TEWKSBURY,MA,1876,MIDDLESEX,42.6070742,-71.21822320000001
4269,5 GARRETT AVENUE,LA PLATA,MD,20646,CHARLES,38.52931304,-76.97232828
4270,18101 PRINCE PHILIP DRIVE,OLNEY,MD,20832,MONTGOMERY,39.15403972,-77.05470269
4271,7300 VAN DUSEN ROAD,LAUREL,MD,20707,PRINCE GEORGE'S,39.08679628,-76.88120724
4272,8901 NEW HAMPSHIRE AVENUE,SILVER SPRING,MD,20903,PRINCE GEORGE'S,39.00256796,-76.98002220000001
4273,268 STILLWATER AVENUE,BANGOR,ME,4401,PENOBSCOT,44.82049618,-68.76325313
4274,3 GREEN STREET,FORT FAIRFIELD,ME,4742,AROOSTOOK,46.773344099999996,-67.83789747
4275,57 WATER STREET,BLUE HILL,ME,4614,HANCOCK,44.41148043,-68.58717505
4276,24 HOSPITAL LANE,CALAIS,ME,4619,WASHINGTON,45.17758929,-67.26801571
4277,364 PRITHAM AVENUE,GREENVILLE,ME,4441,PISCATAQUIS,45.45887595,-69.61133128
4278,40 PARK ROAD,WESTBROOK,ME,4092,CUMBERLAND,43.68788545,-70.3569291
4279,170 N CASEVILLE RD,PIGEON,MI,48755,HURON,43.83418808,-83.27819001
4280,210 S FIRST ST,HARBOR BEACH,MI,48441,HURON,43.84266263,-82.65211568
4281,805 S OAKLAND,SAINT JOHNS,MI,48879,CLINTON,42.993130900000004,-84.55513586
4282,224 PARK AVENUE,FRANKFORT,MI,49635,BENZIE,44.63678167,-86.24300107
4283,406 EAST ELM ST,CARSON CITY,MI,48811,MONTCALM,43.17558538,-84.84241818
4284,212 S SULLIVAN ST,FREMONT,MI,49412,NEWAYGO,43.46480986,-85.95036313
4285,605 OAK STREET,BIG RAPIDS,MI,49307,MECOSTA,43.69388471,-85.47492753
4286,"300 N PATTERSON, PO BOX 75",REED CITY,MI,49677,OSCEOLA,43.87846173,-85.52129206
4287,703 N MCEWAN ST,CLARE,MI,48617,CLARE,43.82096498,-84.76904746
4288,701 S HEALTH PARKWAY,THREE RIVERS,MI,49093,ST. JOSEPH,41.93540767,-85.64792561
4289,700 COOPER,SAGINAW,MI,48602,SAGINAW,43.42978585,-83.95300198
4290,515 N. MICHIGAN AVE.,SAGINAW,MI,48602,SAGINAW,43.4208002,-83.96029184
4291,3980 JOHN R,DETROIT,MI,48201,WAYNE,42.35113692,-83.05585797
4292,500 OSBORN BLVD,SAULT SAINTE MARIE,MI,49783,CHIPPEWA,46.49808087,-84.35055118
4293,18341 US HIGHWAY 41,L' ANSE,MI,49946,BARAGA,46.73178952,-88.42500413
4294,400 W RUSSELL ST,SALINE,MI,48176,WASHTENAW,42.16723162,-83.79088457
4295,6418 DEANS HILL RD,BERRIEN CENTER,MI,49102,BERRIEN,41.95545756,-86.30109675
4296,1815 WISCONSIN AVENUE,BENSON,MN,56215,SWIFT,45.31435721,-95.60903789
4297,2505 MISSION DR,JEFFERSON CITY,MO,65109,COLE,38.55869819,-92.22156912
4298,2800 CLAY EDWARDS DRIVE NORTH,NORTH KANSAS CITY,MO,64116,CLAY,39.14898758,-94.55116162
4299,705 N. COLLEGE STREET,ALBANY,MO,64402,GENTRY,40.25275515,-94.32438907
4300,3015 NORTH BALLAS ROAD TOWN,ST. LOUIS,MO,63131,ST. LOUIS,38.63636666,-90.44677235
4301,2100 SE BLUE PARKWAY,LEE'S SUMMIT,MO,64063,JACKSON,38.90363485,-94.33298166
4302,2800 E ROCK HAVEN ROAD,HARRISONVILLE,MO,64701,CASS,38.66507203,-94.37749675
4303,2 PROGRESS POINT PKWY,O'FALLON,MO,63368,ST. CHARLES,38.71595266,-90.69814249
4304,1125 MADISON,JEFFERSON CITY,MO,65101,COLE,38.56579236,-92.18179252
4305,450 E. SIGLER AVENUE,MEMPHIS,MO,63555,SCOTLAND,40.46477539,-92.16495149
4306,1465 SOUTH GRAND BOULEVARD,ST. LOUIS,MO,63104,ST. LOUIS CITY,38.62172491,-90.23910389
4307,100 WEST HIGHWAY 60,MOUNTAIN VIEW,MO,65548,HOWELL,37.00243861,-91.70323321
4308,"525 BRANSON LANDING BLVD, PO BOX 650",BRANSON,MO,65616,TANEY,36.65061008,-93.22186944
4309,315 SOUTH OSTEOPATHY,KIRKSVILLE,MO,63501,ADAIR,40.19351194,-92.58906409999999
4310,604 OLD HWY 63 N,COLUMBIA,MO,65201,BOONE,38.95798994,-92.31131232
4311,5351 DELMAR BLVD.,ST. LOUIS,MO,63112,ST. LOUIS CITY,38.65401156,-90.27630112
4312,VA MEDICAL CENTER,PERRY POINT,MD,21902,CECIL,39.549935,-76.062922
4313,325 E H ST,IRON MOUNTAIN,MI,49801,DICKINSON,45.81029679,-88.06154549
4314,2305 GEORGIA STREET,LOUISIANA,MO,63353,PIKE,39.44066438,-91.06478066
4315,1701 LACEY STREET,CAPE GIRARDEAU,MO,63701,CAPE GIRARDEAU,37.31073434,-89.53984582
4316,3255 INDEPENDENCE STREET,CAPE GIRARDEAU,MO,63703,CAPE GIRARDEAU,37.30787946,-89.57583917
4317,54 HOSPITAL DRIVE,OSAGE BEACH,MO,65065,CAMDEN,38.12063059,-92.68304349
4318,217 PHYSICIANS PARK DRIVE,POPLAR BLUFF,MO,63901,BUTLER,36.77214562,-90.45755132
4319,2620 NORTH WESTWOOD BOULEVARD,POPLAR BLUFF,MO,63901,BUTLER,36.78558106,-90.4261255
4320,24276 AIRPORT RD,EAGLE BUTTE,SD,57625,ZIEBACH,44.99173863,-101.2440105
4321,15-A SOUTH 6TH STREET,BAY SPRINGS,MS,39422,JASPER,31.97702901,-89.29131849
4322,7272 SMITH'S MILL ROAD,NEW ALBANY,OH,43054,FRANKLIN,40.08634979,-82.79047432
4323,3333 SILAS CREEK PKWY,WINSTON-SALEM,NC,27103,FORSYTH,36.07555041,-80.29728716
4324,100 HOSPITAL DRIVE,LOUISBURG,NC,27549,FRANKLIN,36.11230617,-78.29353379
4325,1135 CARTHAGE ST,SANFORD,NC,27330,LEE,35.46907449,-79.18720488
4326,1010 COLLEGE STREET,OXFORD,NC,27565,GRANVILLE,36.32641569,-78.59335192
4327,2001 VAIL AVE,CHARLOTTE,NC,28207,MECKLENBURG,35.21015517,-80.82102909
4328,10628 PARK RD,CHARLOTTE,NC,28210,MECKLENBURG,35.09201218,-80.87161819
4329,120 RIVERVIEW STREET,FRANKLIN,NC,28744,MACON,35.18466142,-83.37868892
4330,190 HOSPITAL DRIVE,HIGHLANDS,NC,28741,MACON,35.08658651,-83.18589113
4331,501 N ELAM AVENUE,GREENSBORO,NC,27403,GUILFORD,36.08342606,-79.82541858
4332,68 HOSPITAL RD,SYLVA,NC,28779,JACKSON,35.38601089,-83.20300137
4333,2700 WAYNE MEMORIAL DRIVE,GOLDSBORO,NC,27533,WAYNE,35.39848375,-77.9524687
4334,602 CHASE AVE.,CORDOVA,AK,99574,VALDEZ-CORDOVA,60.54125477,-145.7506491
4335,566 RUIN CREEK ROAD,HENDERSON,NC,27536,VANCE,36.33086506,-78.44944646
4336,336 DEERFIELD ROAD,BOONE,NC,28607,WATAUGA,36.19846886,-81.65152936
4337,830 ROCKFORD STREET,MOUNT AIRY,NC,27030,SURRY,36.48860409,-80.6121681
4338,180 PARKWOOD DRIVE,ELKIN,NC,28621,SURRY,36.26186461,-80.83830267
4339,233 DOCTORS STREET,SPARTA,NC,28675,ALLEGHANY,36.50952105,-81.11461101
4340,1240 HUFFMAN MILL ROAD,BURLINGTON,NC,27216,ALAMANCE,36.06120389,-79.50224357
4341,200 HOSPITAL AVE.,JEFFERSON,NC,28640,ASHE,36.42330853,-81.45752318
4342,101 HOSPITAL DRIVE,COLUMBUS,NC,28722,POLK,35.23946794,-82.21262408
4343,810 FAIRGROVE CHURCH ROAD,HICKORY,NC,28602,CATAWBA,35.71385557,-81.26734191
4344,500 LAUCHWOOD DRIVE,LAURINBURG,NC,28352,SCOTLAND,34.75316918,-79.46980141
4345,125 HOSPITAL DRIVE,SPRUCE PINE,NC,28777,MITCHELL,35.910990000000005,-82.06277435
4346,520 ALLEN STREET,TROY,NC,27371,MONTGOMERY,35.36481124,-79.89036829999999
4347,4800 SOUTH CROATAN HIGHWAY,NAGS HEAD,NC,27959,DARE,35.9398365,-75.61764914
4348,317 WESTERN BOULEVARD,JACKSONVILLE,NC,28541,ONSLOW,34.76275933,-77.38498682
4349,315 WEST COLLEGE AVENUE,SHELBY,NC,28017,CLEVELAND,35.24985309,-81.67641059
4350,316 OHMER STREET,BOTTINEAU,ND,58318,BOTTINEAU,48.82912481,-100.44998129999999
4351,1000 HIGHWAY 12,HETTINGER,ND,58639,ADAMS,46.00180059,-102.6285744
4352,518 NORTH BROADWAY,LINTON,ND,58552,EMMONS,46.27155757,-100.2333904
4353,14 6TH AVE SW,BOWMAN,ND,58623,BOWMAN,46.18187141,-103.40466040000001
4354,1720 UNIVERSITY DR S,FARGO,ND,58103,CASS,46.85314775,-96.79744176
4355,1720 UNIVERSITY DR S,FARGO,ND,58103,CASS,46.853883,-96.79753753
4356,100 BREWSTER BLVD,CAMP LEJEUNE,NC,28547,ONSLOW,34.72306625,-77.35805206
4357,5 MOONLIGHT DR HWY,BELCOURT,ND,58316,ROLETTE,48.84335987,-99.74873024
4358,325 E BREWSTER ST,HARVEY,ND,58341,WELLS,47.76709689,-99.93205126
4359,407 3RD STREET SOUTHEAST,MINOT,ND,58701,WARD,48.23216459,-101.2872043
4360,2500 FAIRWAY STREET,DICKINSON,ND,58601,STARK,46.88907589,-102.8205504
4361,4500 S WASHINGTON ST,GRAND FORKS,ND,58201,GRAND FORKS,47.87696081,-97.04744399
4362,1200 MOHAVE RD,PARKER,AZ,85344,LA PAZ,34.13643248,-114.2852197
4363,6501 N. 19TH AVE.,PHOENIX,AZ,85015,MARICOPA,33.532134,-112.0991125
4364,3550 E. PINCHOT AVE,PHOENIX,AZ,85018,MARICOPA,33.48286813,-112.00597020000001
4365,20 YORK ST,NEW HAVEN,CT,6504,NEW HAVEN,41.30469134,-72.93541366
4366,1000 N 16TH ST,NEW CASTLE,IN,47362,HENRY,39.94337701,-85.36296315
4367,1600 SOUTH 48TH ST,LINCOLN,NE,68506,LANCASTER,40.79589821,-96.65226399
4368,829 N DIXON RD,KOKOMO,IN,46901,HOWARD,40.49725642,-86.16580401
4369,1110 GULF BREEZE PKWY,GULF BREEZE,FL,32561,SANTA ROSA,30.36048195,-87.15705465
4370,2626 CAPITAL MEDICAL BLVD,TALLAHASSEE,FL,32308,LEON,30.47571346,-84.23154534
4371,1554 SURGEONS DR,TALLAHASSEE,FL,32308,LEON,30.46168856,-84.25292914
4372,2650 NORTH WYATT,TUCSON,AZ,85712,PIMA,32.25595685,-110.8829638
4373,8383 N DAVIS HWY,PENSACOLA,FL,32514,ESCAMBIA,30.51568064,-87.21789514
4374,1350 13TH AVE S,JACKSONVILLE BEACH,FL,32250,DUVAL,30.27337357,-81.39831629
4375,4500 SAN PABLO RD,JACKSONVILLE,FL,32224,DUVAL,30.26391313,-81.44108268
4376,6300 BEACH BLVD,JACKSONVILLE,FL,32216,DUVAL,30.29074697,-81.59698554
4377,3947 SALISBURY RD,JACKSONVILLE,FL,32216,DUVAL,30.25782212,-81.59553995
4378,7800 US HWY 98 W,MIRAMAR BEACH,FL,32550,WALTON,30.37857467,-86.30685631
4379,20370 NE BURNS AVE,BLOUNTSTOWN,FL,32424,CALHOUN,30.45862283,-85.05010386
4380,1250 S 18TH ST,FERNANDINA BEACH,FL,32034,NASSAU,30.6532098,-81.44912349
4381,45-547 PLUMERIA ST,HONOKAA,HI,96727,HAWAII,20.07617304,-155.4698296
4382,211 NORTH 12TH STREET,LEHIGHTON,PA,18235,CARBON,40.833084,-75.725897
4383,155 WILSON AVENUE,WASHINGTON,PA,15301,WASHINGTON,40.18387511,-80.24660618
4384,601 PARK STREET,HONESDALE,PA,18431,WAYNE,41.576561,-75.260329
4385,880 ALDER AVENUE,INCLINE VILLAGE,NV,89451,WASHOE,39.2514975,-119.954394
4386,ONE HOSPITAL WAY,BUTLER,PA,16001,BUTLER,40.866894,-79.881562
4387,PO BOX 300,WERNERSVILLE,PA,19565,BERKS,40.33040945,-76.10604973
4388,"325 SOUTH BELMONT STREET, BOX 15118",YORK,PA,17405,YORK,39.967361,-76.692573
4389,880 SR 6,TUNKHANNOCK,PA,18657,WYOMING,41.57759711,-75.96941474
4390,10455 LINCOLN HIGHWAY,EVERETT,PA,15537,BEDFORD,40.02540404,-78.432673
4391,200 LOTHROP STREET,PITTSBURGH,PA,15213,ALLEGHENY,40.442209000000005,-79.95966800000001
4392,600 EAST I 20,STANTON,TX,79782,MARTIN,32.13981746,-101.7875197
4393,300 NORTH 2ND ST,O'NEILL,NE,68763,HOLT,42.4606455,-98.65038285
4394,1500 FIFTH AVENUE 6 CRAWFORD,MCKEESPORT,PA,15132,ALLEGHENY,40.35057656,-79.84927748
4395,720 BLACKBURN ROAD,SEWICKLEY,PA,15143,ALLEGHENY,40.542576000000004,-80.17797900000001
4396,2575 BOYCE PLAZA ROAD,PITTSBURGH,PA,15241,ALLEGHENY,40.321203999999994,-80.112717
4397,4800 FRIENDSHIP AVENUE,PITTSBURGH,PA,15224,ALLEGHENY,40.461876000000004,-79.94622199999999
4398,2 HOSPITAL DRIVE,CLARION,PA,16214,CLARION,41.193403,-79.397504
4399,701 EAST 16TH STREET,BERWICK,PA,18603,COLUMBIA,41.070954,-76.23093
4400,213 SOUTH WHITACRE,YERINGTON,NV,89447,LYON,38.98409652,-119.1674592
4401,8835 GERMANTOWN AVENUE,PHILADELPHIA,PA,19118,PHILADELPHIA,40.079468,-75.211935
4402,1513 RACE STREET,PHILADELPHIA,PA,19102,PHILADELPHIA,39.95681412,-75.16527023
4403,800 SPRUCE STREET,PHILADELPHIA,PA,19107,PHILADELPHIA,39.94520906,-75.1557321
4404,945 EAST ZERO ST,AINSWORTH,NE,69210,BROWN,42.54451346,-99.84956105
4405,2601 HOLME AVENUE,PHILADELPHIA,PA,19152,PHILADELPHIA,40.05897134,-75.04200874
4406,5800 RIDGE AVENUE,PHILADELPHIA,PA,19128,PHILADELPHIA,40.02862679,-75.20977237
4407,132 THE MEADOWS DRIVE,CENTRE HALL,PA,16828,CENTRE,40.81088642,-77.71256777
4408,659 BOULEVARD,DOVER,OH,44622,TUSCARAWAS,40.51436785,-81.45585405
4409,500 LONDON AVENUE,MARYSVILLE,OH,43040,UNION,40.23008254,-83.36764832
4410,1800 EAST PARK AVENUE,STATE COLLEGE,PA,16803,CENTRE,40.81854834,-77.84258985
4411,"290 HAIDA AVENUE, PO BOX 689",HASTINGS,PA,16646,CAMBRIA,40.65807263,-78.70526962
4412,201 REECEVILLE ROAD,COATESVILLE,PA,19320,CHESTER,40.01012579,-75.78613013
4413,701 EAST MARSHALL STREET,WEST CHESTER,PA,19380,CHESTER,39.97120657,-75.60214507
4414,700 NORTH SPRING STREET,CALIENTE,NV,89008,LINCOLN,37.62270263,-114.51394309999999
4415,"655 SUGARTOWN ROAD, P O BOX 275",MALVERN,PA,19355,CHESTER,40.00837607,-75.50918714
4416,"140 NUTT ROAD, PO BOX 3001",PHOENIXVILLE,PA,19468,CHESTER,40.123789,-75.515085
4417,1400 BLACK HORSE ROAD,COATESVILLE,PA,19320,CHESTER,39.99759102,-75.79757106
4418,535 SOUTH HUMBOLDT STREET,BATTE MTN,NV,89820,LANDER,40.63955062,-116.9402862
4419,200 SOUTH 'A' STREET,HAWTHORNE,NV,89415,MINERAL,38.51700346,-118.6273898
4420,825 SOUTH MAIN STREET,TONOPAH,NV,89049,NYE,38.06164318,-117.22249009999999
4421,450 S. OCOTILLO,BENSON,AZ,85602,COCHISE,31.96510498,-110.3081187
4422,150 MUNDY STREET,WILKES-BARRE,PA,18702,LUZERNE,41.2461525,-75.85437900000001
4423,901 W REX ALLEN DRIVE,WILLCOX,AZ,85643,COCHISE,32.2649674,-109.8381442
4424,2545 SCHOENERSVILLE ROAD,BETHLEHEM,PA,18017,LEHIGH,40.657591,-75.420109
4425,1211 WILMINGTON AVENUE,NEW CASTLE,PA,16105,LAWRENCE,41.013202,-80.352649
4426,5830 NW BARRY ROAD,KANSAS CITY,MO,64154,PLATTE,39.24898899,-94.64832907
4427,727 EAST 1ST ST,MINDEN,NE,68959,KEARNEY,40.49543098,-98.94285322
4428,350 NORTH 11TH STREET,SUNBURY,PA,17801,NORTHUMBERLAND,40.861931,-76.778025
4429,333 HARRISBURG AVENUE,LANCASTER,PA,17603,LANCASTER,40.04978557,-76.31563618
4430,1001 STERIGERE STREET,NORRISTOWN,PA,19401,MONTGOMERY,40.132533,-75.348869
4431,700 QUINCY AVENUE,SCRANTON,PA,18510,LACKAWANNA,41.41069496,-75.65056814
4432,100 JACKSON PIKE,GALLIPOLIS,OH,45631,GALLIA,38.84647314,-82.23754029
4433,85 HERRICK STREET,BEVERLY,MA,1915,ESSEX,42.5641,-70.8757
4434,81 HIGHLAND AVENUE,SALEM,MA,1970,ESSEX,42.5111,-70.9068
4435,1501 NORTH CAMPBELL AVENUE,TUCSON,AZ,85724,PIMA,32.24197377,-110.94630649999999
4436,746 JEFFERSON AVENUE,SCRANTON,PA,18510,LACKAWANNA,41.41233526,-75.65396151
4437,1500 HIGHLANDS DRIVE,LITITZ,PA,17543,LANCASTER,40.132245000000005,-76.311902
4438,"250 COLLEGE AVENUE, PO BOX 3434",LANCASTER,PA,17604,LANCASTER,40.04081396,-76.32097873
4439,3700 WASHINGTON AVE,EVANSVILLE,IN,47750,VANDERBURGH,37.96334445,-87.50292615
4440,3801 SANTA ROSA,KINGMAN,AZ,86409,MOHAVE,35.21907083,-113.98571899999999
4441,633 STEPHENSON AVENUE,SAVANNAH,GA,31405,CHATHAM,32.00984663,-81.10183392
4442,216 ANAMARIA DRIVE,RAPID CITY,SD,57701,PENNINGTON,44.04644362,-103.2234841
4443,170 GOVERNORS AVENUE,MEDFORD,MA,2155,MIDDLESEX,42.4259,-71.1114
4444,4500 WEST 69TH STREET,SIOUX FALLS,SD,57108,LINCOLN,43.49094299,-96.78073418
4445,433 WEST HIGH STREET,BRYAN,OH,43506,WILLIAMS,41.47409691,-84.55669416
4446,2965 IVY ROAD,CHARLOTTESVILLE,VA,22908,ALBEMARLE,38.05150012,-78.54971534
4447,2525 CHICAGO AVENUE SOUTH,MINNEAPOLIS,MN,55404,HENNEPIN,44.95665248,-93.2619933
4448,"6500 EXCELSIOR BLVD, PO BOX 650",ST LOUIS PARK,MN,55440,HENNEPIN,44.92898519,-93.36223002
4449,360 BROADWAY,BANGOR,ME,4401,PENOBSCOT,44.8142166,-68.77246747
4450,340 BAGLEY CIRCLE,MARION,VA,24354,SMYTH,36.83321553,-81.5101823
4451,1601 GOLF COURSE ROAD,GRAND RAPIDS,MN,55744,ITASCA,47.22355071,-93.55554035
4452,301 MOUNTAIN ST E,CAVALIER,ND,58220,PEMBINA,48.7925461,-97.61871696
4453,4000 HWY 9 E,LITTLE RIVER,SC,29566,HORRY,33.86571224,-78.66354577
4454,503 EAST LINCOLN STREET,HENDRICKS,MN,56136,LINCOLN,44.50583637,-96.41842304
4455,251 FIFTH STREET EAST,TRACY,MN,56175,LYON,44.23229821,-95.60733268
4456,191 N MAIN ST,WELLSVILLE,NY,14895,ALLEGANY,42.12242108,-77.9509013
4457,1100 EAST MONROE AVENUE,MCALESTER,OK,74502,PITTSBURG,34.93517507,-95.75240522
4458,600 RANCH ROAD,REEDSPORT,OR,97467,DOUGLAS,43.69458957,-124.1363019
4459,1253 N CANAL BLVD,REDMOND,OR,97756,DESCHUTES,44.28796677,-121.169855
4460,71 PROSPECT AVE,HUDSON,NY,12534,COLUMBIA,42.24634477,-73.77745253
4461,245 CHESAPEAKE AVENUE,NEWPORT NEWS,VA,23607,NEWPORT NEWS,36.98618129,-76.39278745
4462,700 SOUTH J STREET,LAKEVIEW,OR,97630,LAKE,42.18129466,-120.3521112
4463,2865 DAGGETT AVENUE,KLAMATH FALLS,OR,97601,KLAMATH,42.25316066,-121.78519080000001
4464,1850 TOWN CENTER PARKWAY,RESTON,VA,20190,FAIRFAX,38.96222355,-77.364166
4465,100 HOSPITAL DR,BENNINGTON,VT,5201,BENNINGTON,42.87418238,-73.20767064
4466,3533 SOUTH ALAMEDA STREET,CORPUS CHRISTI,TX,78404,NUECES,27.74851042,-97.38628484
4467,4100 WEST THIRD STREET,DAYTON,OH,45428,MONTGOMERY,39.74265668,-84.26458456
4468,100 EMANCIPATION DRIVE,HAMPTON,VA,23667,HAMPTON,37.01535819,-76.33225686
4469,900 SUNSET DRIVE,LA GRANDE,OR,97850,UNION,45.31942719,-118.10607040000002
4470,525 SE WASHINGTON STREET,DALLAS,OR,97338,POLK,44.91878607,-123.3103384
4471,1201 SOUTH MILLER STREET,WENATCHEE,WA,98807,CHELAN,47.40660465,-120.32103049999999
4472,2700 SE STRATUS AVE,MCMINNVILLE,OR,97128,YAMHILL,45.19903826,-123.16467279999999
4473,3600 NW SAMARITAN DRIVE,CORVALLIS,OR,97330,BENTON,44.60322266,-123.2526236
4474,701 S E 5TH STREET,KNOX CITY,TX,79529,KNOX,33.41380466,-99.81155305
4475,176 DENISON PARKWAY EAST,CORNING,NY,14830,STEUBEN,42.14060036,-77.0474104
4476,5666 EAST STATE STREET,ROCKFORD,IL,61107,WINNEBAGO,42.26988601,-89.00772158
4477,1300 ROANOKE AVE,RIVERHEAD,NY,11901,SUFFOLK,40.93426399,-72.67362495
4478,2050 VERSAILLES ROAD,LEXINGTON,KY,40504,FAYETTE,38.04697243,-84.54138894
